asset_id,event_date,event_id,installed_date,previous_repairs,previous_unplanned
A:wd1m00,2003-12-30,E:nx9gfxj1u9,2003-02-04,0,0
A:wd1m00,2004-02-28,E:osf2p8r60r,2003-12-30,0,0
A:wd1m00,2004-10-11,E:pmze9dsp2q,2004-09-24,0,0
A:wd1m00,2004-12-04,E:e1qink2knc,2004-10-11,0,0
A:wd1m00,2005-03-16,E:ta5m8i59nw,2004-12-04,0,0
A:wd1m00,2005-08-07,E:tg9jm3pzd6,2005-07-04,0,0
A:wd1m00,2007-11-13,E:jtozpy2fmm,2007-11-13,0,0
A:wd1m00,2008-03-04,E:xpuneifur5,2007-11-13,0,0
A:6psh3n,2004-02-09,E:im3t5fchyw,2002-09-13,0,0
A:6psh3n,2004-02-10,E:1v0ewe94gm,2004-02-09,0,0
A:6psh3n,2004-04-06,E:n41nj6xwvp,2004-02-10,0,0
A:6psh3n,2005-07-26,E:4r1n0my3uc,2005-03-09,0,0
A:6psh3n,2006-03-02,E:whfbchnidj,2005-08-27,0,0
A:6psh3n,2006-07-09,E:jdbyq9vq2m,2006-03-02,0,0
A:6psh3n,2006-09-03,E:i1ytn6k5dt,2006-07-09,0,0
A:6psh3n,2007-02-01,E:9pmvbh7g5l,2006-09-03,0,0
A:6psh3n,2007-04-12,E:lvxionl8df,2007-02-01,0,0
A:6psh3n,2008-10-12,E:yiji1aoz3y,2008-09-30,0,0
A:6psh3n,2009-06-27,E:olryu246fn,2008-10-12,0,0
A:6psh3n,2010-05-02,E:lnqqzwcdbp,2009-06-27,0,0
A:6psh3n,2011-03-22,E:ekj33bc6fy,2010-05-02,0,0
A:djfvqu,2015-03-30,E:epxbrv26uj,2014-11-03,0,0
A:djfvqu,2015-06-26,E:kd7l9oigdr,2015-03-30,0,0
A:djfvqu,2015-11-03,E:ixm3214cv6,2015-06-26,0,0
A:djfvqu,2016-02-03,E:tqguhxk8fg,2015-11-03,0,0
A:djfvqu,2016-05-02,E:szo6siz69p,2016-03-30,0,0
A:djfvqu,2016-08-14,E:cttwnqjdm7,2016-05-02,0,0
A:djfvqu,2016-12-26,E:n4zedv8nut,2016-08-14,0,0
A:djfvqu,2017-03-03,E:4y29u45kyi,2016-12-26,0,0
A:6147qw,2001-04-16,E:w2mrggb2w2,2000-11-19,0,0
A:6147qw,2002-05-17,E:fxd2fcrq38,2001-08-14,0,0
A:6147qw,2003-02-24,E:iav9l7rs5x,2002-05-17,0,0
A:6147qw,2003-03-13,E:iypb0ok6p7,2003-02-24,0,0
A:6147qw,2004-01-23,E:qqldp0hre1,2003-03-13,0,0
A:6147qw,2005-05-29,E:n0mythotg9,2004-11-09,0,0
A:6147qw,2005-09-26,E:ithxj4v5fo,2005-05-29,0,0
A:6147qw,2005-11-09,E:hv3ip31knb,2005-09-26,0,0
A:6147qw,2006-01-05,E:9v522qhfx7,2005-11-09,0,0
A:c187iz,2009-03-24,E:g51wbus0ky,2007-10-19,0,0
A:c187iz,2010-08-13,E:ri0vp3pzj1,2010-01-08,0,0
A:c187iz,2010-12-03,E:tyq4vmi435,2010-10-20,0,0
A:c187iz,2011-12-13,E:y3u4is9wif,2010-12-03,0,0
A:c187iz,2012-05-06,E:6szqrgv822,2011-12-13,0,0
A:c187iz,2013-05-26,E:eiqjc3a65h,2012-05-06,0,0
A:c187iz,2014-01-08,E:ozob4rev2m,2013-05-26,0,0
A:byzjpt,2004-02-19,E:yozmejoytr,2003-03-07,0,0
A:byzjpt,2006-12-23,E:o87sp0spo1,2006-12-23,0,0
A:byzjpt,2007-01-14,E:e4pezvrcph,2006-12-31,0,0
A:byzjpt,2007-04-09,E:h1fdeawoie,2007-03-18,0,0
A:8jxvaj,2002-06-05,E:8yfs0pi57o,2002-06-03,0,0
A:8jxvaj,2002-06-23,E:nhf7yoo4hf,2002-06-05,0,0
A:8jxvaj,2003-11-15,E:w9sw048fik,2002-08-11,0,0
A:8jxvaj,2004-03-06,E:ygkhot6q2a,2003-11-15,0,0
A:8jxvaj,2004-07-01,E:wcpqb1apqm,2004-03-06,0,0
A:8jxvaj,2004-10-10,E:kppamu4q7v,2004-09-11,0,0
A:8jxvaj,2004-11-01,E:mfqro01bpg,2004-10-10,0,0
A:8jxvaj,2004-12-08,E:qkzpkifmmx,2004-11-01,0,0
A:kseupf,2005-08-24,E:ipc5khsgx3,2005-02-27,0,0
A:kseupf,2005-11-08,E:xn29tp3vl8,2005-10-15,0,0
A:kseupf,2006-01-10,E:qm3wwad6kp,2005-11-08,0,0
A:kseupf,2006-05-03,E:9sbn2apwtt,2006-01-10,0,0
A:kseupf,2007-07-17,E:okhpyobubw,2006-05-03,0,0
A:kdfnya,2013-08-11,E:58n59jxmru,2013-03-24,0,0
A:kdfnya,2015-02-20,E:ck9s5lfoh9,2014-09-07,0,0
A:kdfnya,2015-03-29,E:eco5z9fc0k,2015-02-20,0,0
A:kdfnya,2016-01-14,E:hbpyz8g0si,2015-03-29,0,0
A:kdfnya,2016-06-30,E:ol0b1s45lv,2016-01-14,0,0
A:kdfnya,2017-03-14,E:bbdvg0n29l,2016-06-30,0,0
A:0omw8r,2013-08-04,E:7cnman2ui2,2013-07-16,0,0
A:0omw8r,2013-11-04,E:flkc9ddpkl,2013-08-04,0,0
A:0omw8r,2015-05-11,E:uipkdrnauk,2015-01-08,0,0
A:0omw8r,2015-07-29,E:4ok2lk7r50,2015-05-11,0,0
A:ugx9g0,2002-08-11,E:7jtscdj9th,2002-08-02,0,0
A:ugx9g0,2002-09-08,E:5hm7hh5o6o,2002-08-11,0,0
A:ugx9g0,2004-03-14,E:r9wku0u1xq,2003-04-20,0,0
A:ugx9g0,2004-03-14,E:ec93se53xk,2004-03-14,0,0
A:ugx9g0,2004-11-30,E:4ddg9eup5p,2004-03-14,0,0
A:ugx9g0,2004-12-11,E:s9a70hgdhb,2004-11-30,0,0
A:ugx9g0,2004-12-11,E:48cwt4umfu,2004-12-11,0,0
A:ugx9g0,2005-04-10,E:5we7puf92g,2004-12-19,0,0
A:a8vbzm,2016-09-22,E:v6knlov2tq,2015-11-19,0,0
A:a8vbzm,2017-01-12,E:0j2pp9bw7e,2016-09-22,0,0
A:a8vbzm,2017-05-10,E:35scyntye9,2017-01-12,0,0
A:hhuqjc,2000-11-20,E:j1em4dc17r,2000-03-02,0,0
A:hhuqjc,2001-04-09,E:ux1dtzfab9,2000-11-20,0,0
A:hhuqjc,2001-09-02,E:f3y9z9gin7,2001-04-09,0,0
A:hhuqjc,2001-10-28,E:uazazpefkd,2001-09-02,0,0
A:hhuqjc,2002-04-02,E:vd15n5s0dq,2001-10-28,0,0
A:hhuqjc,2002-07-13,E:aiewcoqv1q,2002-06-29,0,0
A:hhuqjc,2002-07-15,E:t8bejd3wmb,2002-07-13,0,0
A:hhuqjc,2002-10-18,E:w65seqmvp9,2002-10-12,0,0
A:hhuqjc,2003-07-25,E:r69m5rx95n,2002-10-18,0,0
A:hhuqjc,2003-08-09,E:8wbfl86q37,2003-07-25,0,0
A:hhuqjc,2004-07-10,E:cupzleug8g,2003-08-09,0,0
A:hhuqjc,2004-08-20,E:f4u0tro8ne,2004-07-10,0,0
A:hhuqjc,2004-12-03,E:vgthdcfrnh,2004-08-20,0,0
A:hhuqjc,2006-01-23,E:4iu5zdovr9,2004-12-03,0,0
A:hhuqjc,2006-02-07,E:fdcw10aihv,2006-01-23,0,0
A:hhuqjc,2006-03-30,E:dvr7vsuudy,2006-02-07,0,0
A:hhuqjc,2007-09-07,E:zxnkr0bzgf,2007-01-26,0,0
A:hhuqjc,2007-11-14,E:1vghkwe0gp,2007-09-07,0,0
A:hhuqjc,2007-11-14,E:zcuupy3mlq,2007-11-14,0,0
A:hhuqjc,2007-12-19,E:s4ox78iqf8,2007-11-14,0,0
A:isw7vw,2005-05-06,E:08ptzthccg,2004-11-18,0,0
A:isw7vw,2006-01-04,E:pazppte6qa,2005-05-06,0,0
A:isw7vw,2006-08-24,E:bf3vtznj42,2006-01-04,0,0
A:isw7vw,2009-05-08,E:jwchw51eyt,2009-02-08,0,0
A:isw7vw,2009-06-03,E:23azls3yvd,2009-05-08,0,0
A:isw7vw,2011-03-01,E:9psb0aq2m8,2010-10-10,0,0
A:isw7vw,2011-05-19,E:uyc8bf65e1,2011-03-01,0,0
A:isw7vw,2012-08-07,E:ao1jqw8rqp,2011-05-19,0,0
A:isw7vw,2012-09-13,E:sgeocam5qb,2012-08-07,0,0
A:isw7vw,2013-02-08,E:4nrj9x0f59,2013-02-08,0,0
A:ntu7wr,2001-06-17,E:6nxs6izqoz,2001-06-14,0,0
A:ntu7wr,2001-12-18,E:d4mkwm76ai,2001-06-17,0,0
A:ntu7wr,2002-07-31,E:xvbf2msixd,2002-01-31,0,0
A:yyf9h1,2008-10-15,E:74lf4apaiv,2008-03-05,0,0
A:yyf9h1,2010-09-01,E:eaxdlk4v90,2010-02-15,0,0
A:bt619v,2009-10-27,E:3i8sp2c1ai,2009-10-14,0,0
A:bt619v,2010-05-10,E:dbddlbijj0,2009-12-23,0,0
A:bt619v,2010-12-21,E:8tsnse858i,2010-05-10,0,0
A:bt619v,2011-04-12,E:0o1grapqc5,2010-12-21,0,0
A:hfzjr5,2002-01-19,E:7eqmo3gwuk,2001-10-13,0,0
A:hfzjr5,2002-02-01,E:2a54lp07lv,2002-01-19,0,0
A:hfzjr5,2002-05-06,E:kwau6lwa3y,2002-02-01,0,0
A:hfzjr5,2004-09-06,E:1d4mf84kmg,2002-07-12,0,0
A:hfzjr5,2004-09-18,E:h1tp5x4mz1,2004-09-06,0,0
A:hfzjr5,2004-12-31,E:jynl5ll1z5,2004-09-18,0,0
A:hfzjr5,2007-06-19,E:amit9325oj,2007-01-17,0,0
A:hfzjr5,2008-11-01,E:n2wqn5d549,2007-12-30,0,0
A:lmbd5f,2002-07-08,E:bxbo8ddkp1,2002-02-05,0,0
A:hozblw,2010-09-28,E:8qgqp9ywwp,2009-03-15,0,0
A:hgtwjl,2015-02-20,E:vferxn710b,2014-11-14,0,0
A:hgtwjl,2015-11-30,E:3ljcoiv35r,2015-02-20,0,0
A:hgtwjl,2016-03-02,E:1ax2ywn5hl,2015-11-30,0,0
A:9f897g,2002-04-20,E:fj9es6163r,2001-06-11,0,0
A:9f897g,2002-05-11,E:osrfsn1nff,2002-04-20,0,0
A:9f897g,2002-06-23,E:8raohe5izn,2002-05-11,0,0
A:iavlyf,2009-10-21,E:q0ch737a7i,2009-07-04,0,0
A:iavlyf,2013-01-21,E:wnszdb9h9b,2012-10-29,0,0
A:iavlyf,2013-08-28,E:roeh71qz4e,2013-02-14,0,0
A:iavlyf,2014-04-09,E:xfbbcx09jo,2013-08-28,0,0
A:iavlyf,2014-05-04,E:zbohtdoti4,2014-04-09,0,0
A:xrkuva,2000-09-09,E:71ecv9zfta,2000-07-04,0,0
A:xrkuva,2001-10-06,E:0o6p5mltfi,2000-09-09,0,0
A:xrkuva,2002-05-18,E:y4k3uvw2zw,2001-10-06,0,0
A:xrkuva,2003-04-05,E:ptaj1qj3rf,2003-01-11,0,0
A:10qqix,2002-04-13,E:pqte2bphm7,2001-10-09,0,0
A:10qqix,2003-01-06,E:lop1axlxf3,2002-06-18,0,0
A:10qqix,2003-03-03,E:jzslgq3sh8,2003-01-06,0,0
A:10qqix,2005-10-08,E:lva2ags0k1,2005-02-22,0,0
A:10qqix,2005-12-03,E:kq13wvzw8p,2005-10-08,0,0
A:10qqix,2006-05-20,E:hs4okcb6ak,2005-12-03,0,0
A:m1hm7v,2011-07-23,E:1xjiaqb5j9,2010-12-10,0,0
A:m1hm7v,2011-09-30,E:ttgrix27bc,2011-07-23,0,0
A:m1hm7v,2012-08-06,E:xx1mldb0bo,2011-09-30,0,0
A:m1hm7v,2013-07-18,E:ojg4mfz57e,2012-08-06,0,0
A:m1hm7v,2014-09-19,E:gorefcw7e2,2013-07-18,0,0
A:m1hm7v,2015-08-06,E:d3uqlrzsjo,2014-09-19,0,0
A:m1hm7v,2015-10-01,E:nilwk5l7xh,2015-08-06,0,0
A:m1hm7v,2016-06-11,E:9x6nny7bo8,2015-10-01,0,0
A:m1hm7v,2016-06-29,E:ym8h8dnj7e,2016-06-11,0,0
A:m1hm7v,2016-10-16,E:fq7j89ao2a,2016-06-29,0,0
A:ke4wq7,2000-12-17,E:62quzlbr86,2000-08-20,0,0
A:ke4wq7,2001-10-12,E:lzlfios1je,2000-12-17,0,0
A:ke4wq7,2003-12-11,E:8w4pl7y6eq,2003-11-01,0,0
A:ke4wq7,2003-12-16,E:ybgdu3031g,2003-12-11,0,0
A:ke4wq7,2003-12-21,E:cknpyplen6,2003-12-16,0,0
A:ke4wq7,2004-07-28,E:jffd3afjiu,2003-12-21,0,0
A:zaou0a,2011-10-14,E:8wz3bza0l8,2010-06-23,0,0
A:zaou0a,2011-11-05,E:yo03v6g7zd,2011-10-14,0,0
A:zaou0a,2012-02-24,E:mvyarg7gob,2011-11-05,0,0
A:w9zka1,2014-08-03,E:d8wdh7m03s,2014-02-16,0,0
A:utmki6,2014-03-22,E:ac86nllujp,2014-02-18,0,0
A:utmki6,2014-09-04,E:5xrhn59b80,2014-03-22,0,0
A:utmki6,2015-02-15,E:bcp6eb5lk9,2014-09-04,0,0
A:utmki6,2015-02-15,E:vmnuevpecf,2015-02-15,0,0
A:utmki6,2015-06-28,E:kqq4m5ncyo,2015-06-07,0,0
A:utmki6,2015-11-12,E:y0s5j3h8js,2015-09-17,0,0
A:uhmo5w,2006-06-22,E:gtmigy4y8w,2006-03-26,0,0
A:uhmo5w,2007-03-20,E:kwf28j8xm7,2006-07-11,0,0
A:uhmo5w,2007-11-11,E:ubyidwdp4y,2007-09-16,0,0
A:uhmo5w,2009-10-25,E:8q16qpekwa,2007-11-11,0,0
A:uhmo5w,2010-03-15,E:758z83mb7t,2009-10-25,0,0
A:uhmo5w,2011-06-17,E:3bb83efsor,2011-06-06,0,0
A:uhmo5w,2012-10-21,E:h8g33819f8,2012-10-03,0,0
A:uhmo5w,2012-11-02,E:yh6ezcoxny,2012-10-21,0,0
A:uhmo5w,2013-02-19,E:e96dcq84iu,2012-11-02,0,0
A:uhmo5w,2013-08-05,E:orb07w6tg0,2013-02-19,0,0
A:jqy7o1,2012-04-02,E:ue875in5dw,2012-03-10,0,0
A:jqy7o1,2012-08-21,E:syi43e2mz5,2012-04-02,0,0
A:jqy7o1,2012-08-21,E:dw4e3vjztw,2012-08-21,0,0
A:jqy7o1,2012-11-23,E:leezzb6fjo,2012-08-21,0,0
A:jqy7o1,2013-11-16,E:72ujuhtsjz,2012-11-23,0,0
A:jqy7o1,2013-12-22,E:yog04rvked,2013-11-16,0,0
A:jqy7o1,2014-04-13,E:jlypnc2ip8,2013-12-22,0,0
A:gbz637,2004-03-06,E:arbtsgzd1f,2003-06-08,0,0
A:gbz637,2004-10-14,E:666vqvd8qs,2004-05-16,0,0
A:gbz637,2004-12-16,E:4b9qq6b73r,2004-10-14,0,0
A:gbz637,2005-08-25,E:warleeysrx,2005-01-05,0,0
A:gbz637,2006-07-05,E:26nujmbysa,2006-05-10,0,0
A:gbz637,2006-10-17,E:zjmefbctg5,2006-07-05,0,0
A:gbz637,2007-02-03,E:50jq2reamv,2006-10-26,0,0
A:gbz637,2008-02-05,E:iltz9xz9zp,2007-06-24,0,0
A:28e3n9,2016-09-23,E:c0bwuode1e,2016-05-04,0,0
A:28e3n9,2016-12-20,E:2yixwnyizo,2016-11-04,0,0
A:9f3enb,2016-08-17,E:nnxumzoaao,2016-07-19,0,0
A:9f3enb,2016-11-24,E:x6k1w02u4n,2016-08-17,0,0
A:9f3enb,2017-05-27,E:vjngdm557z,2016-11-24,0,0
A:y2t82w,2001-02-27,E:cyozeammkc,2001-02-15,0,0
A:y2t82w,2006-08-24,E:sjvj2h3y19,2003-09-25,0,0
A:y2t82w,2006-11-24,E:1ex1913iju,2006-08-24,0,0
A:y2t82w,2008-01-17,E:r9xd1x56s5,2006-11-24,0,0
A:4dos97,2000-08-11,E:yhppf8ux12,2000-05-27,0,0
A:4dos97,2000-10-12,E:kds12fi322,2000-08-11,0,0
A:4dos97,2000-11-07,E:u2u9ycpdds,2000-10-12,0,0
A:4dos97,2000-12-07,E:ox2zhn2dmd,2000-11-07,0,0
A:4dos97,2001-01-19,E:4fh4vapr3v,2000-12-07,0,0
A:4dos97,2001-03-04,E:jo1rxrw1ii,2001-01-19,0,0
A:4dos97,2001-04-13,E:w8pe6kg4e5,2001-03-04,0,0
A:4dos97,2001-09-15,E:qp9zpbnal2,2001-04-13,0,0
A:4dos97,2002-01-26,E:8zkrsiui00,2001-09-15,0,0
A:4dos97,2002-08-08,E:43fn4iq3gv,2002-03-30,0,0
A:4dos97,2002-08-16,E:dqfhb9fr28,2002-08-08,0,0
A:4dos97,2002-12-04,E:qtf5wh1mwt,2002-08-17,0,0
A:4dos97,2003-02-13,E:h0ii4od0ni,2002-12-17,0,0
A:4dos97,2003-03-14,E:jk93lg0p8h,2003-03-02,0,0
A:4dos97,2003-08-09,E:op69adn14n,2003-07-22,0,0
A:4dos97,2003-08-12,E:nm7mgfca5x,2003-08-09,0,0
A:4dos97,2004-08-06,E:sfsaauouwl,2004-05-02,0,0
A:4dos97,2004-09-13,E:xr57gws9p7,2004-08-06,0,0
A:4dos97,2004-10-27,E:yx8w0bjpn7,2004-09-13,0,0
A:4dos97,2005-05-23,E:33z4xrlhd1,2005-05-01,0,0
A:4dos97,2005-11-29,E:mgegcdkqls,2005-05-23,0,0
A:4dos97,2006-09-17,E:9y44l81lsy,2006-07-04,0,0
A:4dos97,2006-10-15,E:7vsvlajq1u,2006-09-17,0,0
A:4dos97,2006-10-17,E:sd1qyqbqop,2006-10-15,0,0
A:ux1nsb,2002-11-18,E:bb51s3meq9,2002-06-12,0,0
A:ux1nsb,2006-03-10,E:z4viama2ze,2006-02-18,0,0
A:ux1nsb,2007-09-13,E:5ud8q77k0r,2006-03-10,0,0
A:ux1nsb,2007-10-21,E:zgtygfkhyy,2007-09-13,0,0
A:ii3vcg,2016-07-05,E:1picozeatb,2016-01-24,0,0
A:ii3vcg,2016-10-13,E:9drspcd3bd,2016-07-05,0,0
A:ii3vcg,2017-02-27,E:ypn1k9a7jf,2016-12-02,0,0
A:ii3vcg,2017-05-01,E:84tp88o7f3,2017-02-27,0,0
A:0prdc5,2009-07-29,E:nwjxe4k7b7,2009-06-10,0,0
A:dhbjm7,2010-08-24,E:nd5rtabtxo,2009-11-17,0,0
A:dhbjm7,2011-01-31,E:s6ko68lnnv,2010-12-24,0,0
A:dhbjm7,2011-12-02,E:fwxkion372,2011-03-24,0,0
A:dhbjm7,2012-05-12,E:cf345impgs,2011-12-02,0,0
A:dhbjm7,2012-06-18,E:p6ek4bhkzs,2012-05-12,0,0
A:dhbjm7,2012-10-21,E:yxxy1qyzxj,2012-06-18,0,0
A:u8uma6,2002-11-27,E:vhetgwgl3u,2002-11-20,0,0
A:u8uma6,2003-06-25,E:hhwm5fj01x,2003-04-08,0,0
A:u8uma6,2004-07-10,E:4q5ndzkm02,2004-04-07,0,0
A:u8uma6,2004-09-14,E:unsbyheyyb,2004-07-10,0,0
A:u8uma6,2005-11-01,E:xdki5421iw,2004-09-27,0,0
A:u8uma6,2006-03-04,E:ysvq0okbqi,2005-11-01,0,0
A:u8uma6,2006-03-21,E:00upluec0z,2006-03-04,0,0
A:u8uma6,2006-10-19,E:uq8xcf70k3,2006-06-27,0,0
A:u8uma6,2006-12-15,E:t5qpy7tumk,2006-11-21,0,0
A:u8uma6,2007-12-19,E:bgp8mcpo73,2007-11-28,0,0
A:u8uma6,2008-03-18,E:6rd52zlu1r,2008-01-05,0,0
A:u8uma6,2008-06-20,E:7tcl4q8z3a,2008-03-18,0,0
A:u8uma6,2008-08-28,E:7071zbswmi,2008-06-20,0,0
A:u8uma6,2008-11-13,E:e24k8nyxhf,2008-08-28,0,0
A:u8uma6,2009-02-27,E:iiz6y4xxmv,2008-11-13,0,0
A:u8uma6,2009-03-06,E:eg3ql5mqjm,2009-02-27,0,0
A:u8uma6,2009-09-27,E:7f2ohxl0pk,2009-08-27,0,0
A:u8uma6,2009-11-24,E:lrkwf3egrm,2009-09-27,0,0
A:u8uma6,2010-02-22,E:627jfs8ke2,2009-11-24,0,0
A:u8uma6,2010-10-31,E:v5qjicdjmr,2010-02-22,0,0
A:5kblgy,2009-04-27,E:uefkfoklev,2009-03-02,0,0
A:5kblgy,2009-08-03,E:1oiqu3mfhz,2009-04-27,0,0
A:5kblgy,2010-09-20,E:29e281y9u3,2010-09-13,0,0
A:5kblgy,2011-01-29,E:lxm242wg43,2010-09-20,0,0
A:5kblgy,2015-12-08,E:s3e55lnivy,2012-02-22,0,0
A:5kblgy,2016-01-06,E:akgt21m33z,2015-12-08,0,0
A:5kblgy,2016-01-19,E:r4n4fknprh,2016-01-06,0,0
A:65alcr,2012-02-27,E:egrwfkem9g,2012-01-12,0,0
A:65alcr,2013-04-21,E:zsblvtcino,2012-11-29,0,0
A:65alcr,2014-06-26,E:sw817byapb,2013-04-21,0,0
A:65alcr,2014-06-29,E:vli6o957l0,2014-06-26,0,0
A:65alcr,2015-07-02,E:qqtn9u2r0d,2014-12-28,0,0
A:65alcr,2015-10-16,E:urk0dldf8j,2015-07-02,0,0
A:65alcr,2016-01-30,E:wld2wmn8z5,2015-10-16,0,0
A:65alcr,2017-01-19,E:ehijgnuqzp,2016-11-11,0,0
A:6j4gex,2006-03-07,E:7959oqq6sp,2006-02-08,0,0
A:6j4gex,2006-03-27,E:6752uh2f6a,2006-03-07,0,0
A:6j4gex,2006-05-20,E:ya7w43045i,2006-05-15,0,0
A:596tbv,2015-11-08,E:43b063gg06,2015-06-18,0,0
A:596tbv,2016-02-13,E:hwftwlf9nq,2015-11-08,0,0
A:596tbv,2016-12-08,E:p394e5u2nb,2016-02-13,0,0
A:4gis2a,2010-08-31,E:bw2t0pl9is,2010-03-12,0,0
A:4gis2a,2011-10-31,E:levvwpvern,2011-02-15,0,0
A:4gis2a,2012-05-21,E:4v5m1w0ww2,2011-10-31,0,0
A:xx5sxp,2017-01-19,E:fle61fkqs7,2016-11-28,0,0
A:xx5sxp,2017-01-22,E:atxp4lwoko,2017-01-19,0,0
A:mll4rx,2017-02-28,E:ixh7pxes2k,2016-10-02,0,0
A:93pqxt,2004-05-02,E:pdok1127vh,2004-03-10,0,0
A:93pqxt,2005-11-19,E:2npg8w3blf,2005-04-20,0,0
A:93pqxt,2007-10-05,E:b419ppevge,2006-05-06,0,0
A:93pqxt,2008-06-28,E:vj9vqnrutv,2007-10-05,0,0
A:93pqxt,2008-08-07,E:8wmpol3brz,2008-06-28,0,0
A:93pqxt,2008-10-18,E:b2ncmce0pm,2008-08-07,0,0
A:93pqxt,2008-10-18,E:pnu0edg073,2008-10-18,0,0
A:93pqxt,2008-10-18,E:u4qwblgd3x,2008-10-18,0,0
A:93pqxt,2009-02-11,E:iv4wwahu5c,2008-10-18,0,0
A:ptj6nq,2014-08-30,E:1mjfkdc46g,2014-06-27,0,0
A:ptj6nq,2015-04-11,E:cu1zlrvfyv,2014-08-30,0,0
A:ptj6nq,2016-01-31,E:qf9ucxy35z,2015-04-11,0,0
A:ptj6nq,2016-09-25,E:hbzi1pegm9,2016-01-31,0,0
A:ptj6nq,2016-12-19,E:gvgnz1macw,2016-09-25,0,0
A:d35qlz,2012-11-27,E:6th2931vei,2012-11-02,0,0
A:d35qlz,2013-02-01,E:4xej9m2ulv,2012-11-27,0,0
A:d35qlz,2013-10-13,E:dzpd9modlb,2013-02-01,0,0
A:d35qlz,2014-02-09,E:c0jvdsdtuu,2013-10-13,0,0
A:d35qlz,2016-11-09,E:1yje3242qp,2014-02-09,0,0
A:4anwnm,2001-06-03,E:hxkq14hrdv,2001-05-21,0,0
A:4anwnm,2002-11-09,E:ihv45dcnha,2001-06-03,0,0
A:4anwnm,2002-12-19,E:hglq8w6f7q,2002-12-06,0,0
A:4anwnm,2005-01-28,E:qz6s0abryx,2004-01-29,0,0
A:4anwnm,2005-04-18,E:92hvjgup3k,2005-01-28,0,0
A:4anwnm,2005-07-20,E:oyw42n39u3,2005-05-19,0,0
A:4anwnm,2006-01-16,E:jk4wp7lvy8,2005-07-20,0,0
A:4anwnm,2008-04-21,E:hoo6tkc4y6,2008-01-17,0,0
A:4anwnm,2009-04-10,E:h3pk9vs3fw,2008-04-21,0,0
A:4anwnm,2009-12-13,E:tl7e6fgs8r,2009-04-10,0,0
A:hkztyi,2015-06-30,E:gmqyxzpd0d,2015-05-21,0,0
A:hkztyi,2017-05-04,E:e3fty8ojhk,2017-01-10,0,0
A:g387mk,2000-11-23,E:ofvnxslx45,2000-05-07,0,0
A:g387mk,2001-06-28,E:q72zg0w63p,2001-02-07,0,0
A:g387mk,2002-04-24,E:012tsehwe0,2001-06-28,0,0
A:g387mk,2002-06-08,E:c6gw0q1yjv,2002-04-24,0,0
A:g387mk,2002-10-10,E:smgj42foic,2002-06-08,0,0
A:o8ffph,2004-03-15,E:a407j4olcb,2004-02-09,0,0
A:o8ffph,2005-07-04,E:6adttbi6pd,2004-03-15,0,0
A:o8ffph,2006-01-02,E:ejw77mt4ce,2005-07-04,0,0
A:o8ffph,2006-03-09,E:tog4pbmied,2006-01-02,0,0
A:o8ffph,2006-07-15,E:mx3kx71g8q,2006-06-03,0,0
A:o8ffph,2006-08-30,E:vd2ekrx9sf,2006-07-15,0,0
A:p403bm,2015-04-12,E:ubt785fnzr,2015-03-22,0,0
A:p403bm,2015-09-05,E:7jff5dt78m,2015-04-12,0,0
A:ud4mai,2010-08-06,E:eg11cgmh6h,2010-08-06,0,0
A:ud4mai,2011-01-21,E:gsx7xr7zba,2010-08-06,0,0
A:ud4mai,2011-04-13,E:we661x5v9l,2011-01-21,0,0
A:ud4mai,2011-05-07,E:wi6bwqxsr4,2011-04-13,0,0
A:ud4mai,2012-02-02,E:ntfl3vyxb3,2011-05-07,0,0
A:ud4mai,2013-08-18,E:e7px936u8y,2012-11-04,0,0
A:ud4mai,2013-10-25,E:64nznkqfpd,2013-08-18,0,0
A:ud4mai,2014-05-01,E:9dmwyjwu36,2013-12-06,0,0
A:ud4mai,2014-09-30,E:594p2ilpb0,2014-05-01,0,0
A:ud4mai,2015-10-12,E:bsuvwm7g1t,2014-09-30,0,0
A:rd3kvr,2009-04-25,E:m9mvipv1kg,2008-06-23,0,0
A:rd3kvr,2009-05-03,E:20fnd7n69m,2009-04-25,0,0
A:rd3kvr,2009-12-07,E:so29fv1llg,2009-10-19,0,0
A:rd3kvr,2010-01-26,E:b4ws2bcjwr,2009-12-07,0,0
A:rd3kvr,2011-05-23,E:6briz4iecu,2010-05-04,0,0
A:rd3kvr,2011-06-02,E:nxt6ex8yo4,2011-05-23,0,0
A:rd3kvr,2013-02-19,E:a6rcx6f871,2011-06-02,0,0
A:rd3kvr,2013-12-13,E:ruikgmq53e,2013-06-11,0,0
A:rd3kvr,2014-02-07,E:5b67cvys0e,2013-12-13,0,0
A:99jocu,2016-12-15,E:uk8cxts1tq,2016-01-20,0,0
A:99jocu,2017-04-06,E:wjn5sj3twj,2016-12-15,0,0
A:vfoyu9,2012-12-24,E:dzc8r9rccl,2011-11-25,0,0
A:vfoyu9,2013-07-02,E:kcozbiu8sx,2013-07-02,0,0
A:vfoyu9,2013-10-21,E:6l4g3taj5r,2013-07-02,0,0
A:vfoyu9,2014-02-08,E:djr6adv4cr,2013-10-21,0,0
A:g7guie,2009-10-12,E:0tjrkdwafq,2009-09-28,0,0
A:g7guie,2011-12-22,E:8owi4555sa,2010-09-18,0,0
A:g7guie,2012-02-09,E:87q39ka9mf,2011-12-22,0,0
A:g7guie,2012-11-12,E:flpsbzb0at,2012-04-20,0,0
